Id,Geography,state,2010 census,2014 estimate
0500000US51683,Manassas city,Virginia,37821,42081
0500000US51685,Manassas Park city,Virginia,14273,15174
0500000US51690,Martinsville city,Virginia,13821,13711
0500000US51700,Newport News city,Virginia,180719,182965
0500000US51710,Norfolk city,Virginia,242803,245428
0500000US51720,Norton city,Virginia,3958,4031
0500000US51730,Petersburg city,Virginia,32420,32701
0500000US51735,Poquoson city,Virginia,12150,12048
0500000US51740,Portsmouth city,Virginia,95535,96004
0500000US51750,Radford city,Virginia,16408,17646
0500000US51760,Richmond city,Virginia,204214,217853
0500000US51770,Roanoke city,Virginia,97032,99428
0500000US51775,Salem city,Virginia,24802,25483
0500000US51790,Staunton city,Virginia,23746,24538
0500000US51800,Suffolk city,Virginia,84585,86806
0500000US51810,Virginia Beach city,Virginia,437994,450980
0500000US51820,Waynesboro city,Virginia,21006,21366
0500000US51830,Williamsburg city,Virginia,14068,14691
0500000US51840,Winchester city,Virginia,26203,27543
0500000US53001,Adams County,Washington,18728,19179
0500000US53003,Asotin County,Washington,21623,22189
0500000US53005,Benton County,Washington,175177,186486
0500000US53007,Chelan County,Washington,72453,74588
0500000US53009,Clallam County,Washington,71404,72715
0500000US53011,Clark County,Washington,425363,451008
0500000US53013,Columbia County,Washington,4078,3985
0500000US53015,Cowlitz County,Washington,102410,102133
0500000US53017,Douglas County,Washington,38431,39804
0500000US53019,Ferry County,Washington,7551,7667
0500000US53021,Franklin County,Washington,78163,87809
0500000US53023,Garfield County,Washington,2266,2215
0500000US53025,Grant County,Washington,89120,93147
0500000US53027,Grays Harbor County,Washington,72797,70818
0500000US53029,Island County,Washington,78506,79275
0500000US53031,Jefferson County,Washington,29872,30228
0500000US53033,King County,Washington,1931249,2079967
0500000US53035,Kitsap County,Washington,251133,254183
0500000US53037,Kittitas County,Washington,40915,42522
0500000US53039,Klickitat County,Washington,20318,20861
0500000US53041,Lewis County,Washington,75455,75128
0500000US53043,Lincoln County,Washington,10570,10250
0500000US53045,Mason County,Washington,60699,60711
0500000US53047,Okanogan County,Washington,41120,41290
0500000US53049,Pacific County,Washington,20920,20561
0500000US53051,Pend Oreille County,Washington,13001,12985
0500000US53053,Pierce County,Washington,795225,831928
0500000US53055,San Juan County,Washington,15769,16015
0500000US53057,Skagit County,Washington,116901,120365
0500000US53059,Skamania County,Washington,11066,11340
0500000US53061,Snohomish County,Washington,713335,759583
0500000US53063,Spokane County,Washington,471221,484318
0500000US53065,Stevens County,Washington,43531,43650
0500000US53067,Thurston County,Washington,252264,265851
0500000US53069,Wahkiakum County,Washington,3978,4067
0500000US53071,Walla Walla County,Washington,58781,59844
0500000US53073,Whatcom County,Washington,201140,208351
0500000US53075,Whitman County,Washington,44776,46827
0500000US53077,Yakima County,Washington,243231,247687
0500000US54001,Barbour County,West Virginia,16589,16766
0500000US54003,Berkeley County,West Virginia,104169,110497
0500000US54005,Boone County,West Virginia,24629,23714
0500000US54007,Braxton County,West Virginia,14523,14463
0500000US54009,Brooke County,West Virginia,24069,23530
0500000US54011,Cabell County,West Virginia,96319,97109
0500000US54013,Calhoun County,West Virginia,7627,7513
0500000US54015,Clay County,West Virginia,9386,8941
0500000US54017,Doddridge County,West Virginia,8202,8391
0500000US54019,Fayette County,West Virginia,46039,45132
0500000US54021,Gilmer County,West Virginia,8693,8618
0500000US54023,Grant County,West Virginia,11937,11687
0500000US54025,Greenbrier County,West Virginia,35480,35450
0500000US54027,Hampshire County,West Virginia,23964,23483
0500000US54029,Hancock County,West Virginia,30676,30112
0500000US54031,Hardy County,West Virginia,14025,13923
0500000US54033,Harrison County,West Virginia,69099,68761
0500000US54035,Jackson County,West Virginia,29211,29126
0500000US54037,Jefferson County,West Virginia,53498,55713
0500000US54039,Kanawha County,West Virginia,193063,190223
0500000US54041,Lewis County,West Virginia,16372,16414
0500000US54043,Lincoln County,West Virginia,21720,21561
0500000US54045,Logan County,West Virginia,36743,35348
0500000US54047,McDowell County,West Virginia,22113,20448
0500000US54049,Marion County,West Virginia,56418,56803
0500000US54051,Marshall County,West Virginia,33107,32416
0500000US54053,Mason County,West Virginia,27324,27016
0500000US54055,Mercer County,West Virginia,62264,61785
0500000US54057,Mineral County,West Virginia,28212,27578
0500000US54059,Mingo County,West Virginia,26839,25716
0500000US54061,Monongalia County,West Virginia,96189,103463
0500000US54063,Monroe County,West Virginia,13502,13582
0500000US54065,Morgan County,West Virginia,17541,17453
0500000US54067,Nicholas County,West Virginia,26233,25827
0500000US54069,Ohio County,West Virginia,44443,43328
0500000US54071,Pendleton County,West Virginia,7695,7371
0500000US54073,Pleasants County,West Virginia,7605,7634
0500000US54075,Pocahontas County,West Virginia,8719,8662
0500000US54077,Preston County,West Virginia,33520,33788
0500000US54079,Putnam County,West Virginia,55486,56770
0500000US54081,Raleigh County,West Virginia,78859,78241
0500000US54083,Randolph County,West Virginia,29405,29429
0500000US54085,Ritchie County,West Virginia,10449,10011
0500000US54087,Roane County,West Virginia,14926,14664
0500000US54089,Summers County,West Virginia,13927,13417
0500000US54091,Taylor County,West Virginia,16895,17069
0500000US54093,Tucker County,West Virginia,7141,6927
0500000US54095,Tyler County,West Virginia,9208,9098
0500000US54097,Upshur County,West Virginia,24254,24731
0500000US54099,Wayne County,West Virginia,42481,41122
0500000US54101,Webster County,West Virginia,9154,8834
0500000US54103,Wetzel County,West Virginia,16583,15988
0500000US54105,Wirt County,West Virginia,5717,5845
0500000US54107,Wood County,West Virginia,86956,86237
0500000US54109,Wyoming County,West Virginia,23796,22598
0500000US55001,Adams County,Wisconsin,20875,20215
0500000US55003,Ashland County,Wisconsin,16157,16103
0500000US55005,Barron County,Wisconsin,45870,45455
0500000US55007,Bayfield County,Wisconsin,15014,14985
0500000US55009,Brown County,Wisconsin,248007,256670
0500000US55011,Buffalo County,Wisconsin,13587,13188
0500000US55013,Burnett County,Wisconsin,15457,15328
0500000US55015,Calumet County,Wisconsin,48971,49491
0500000US55017,Chippewa County,Wisconsin,62415,63460
0500000US55019,Clark County,Wisconsin,34690,34423
0500000US55021,Columbia County,Wisconsin,56833,56615
0500000US55023,Crawford County,Wisconsin,16644,16392
0500000US55025,Dane County,Wisconsin,488073,516284
0500000US55027,Dodge County,Wisconsin,88759,88574
0500000US55029,Door County,Wisconsin,27785,27766
0500000US55031,Douglas County,Wisconsin,44159,43698
0500000US55033,Dunn County,Wisconsin,43857,44305
0500000US55035,Eau Claire County,Wisconsin,98736,101564
0500000US55037,Florence County,Wisconsin,4423,4481
0500000US55039,Fond du Lac County,Wisconsin,101633,101759
0500000US55041,Forest County,Wisconsin,9304,9127
0500000US55043,Grant County,Wisconsin,51208,51829
0500000US55045,Green County,Wisconsin,36842,37063
0500000US55047,Green Lake County,Wisconsin,19051,18836
0500000US55049,Iowa County,Wisconsin,23687,23825
0500000US55051,Iron County,Wisconsin,5916,5917
0500000US55053,Jackson County,Wisconsin,20449,20652
0500000US55055,Jefferson County,Wisconsin,83686,84395
0500000US55057,Juneau County,Wisconsin,26664,26395
0500000US55059,Kenosha County,Wisconsin,166426,168068
0500000US55061,Kewaunee County,Wisconsin,20574,20444
0500000US55063,La Crosse County,Wisconsin,114638,118011
0500000US55065,Lafayette County,Wisconsin,16836,16853
0500000US55067,Langlade County,Wisconsin,19977,19410
0500000US55069,Lincoln County,Wisconsin,28743,28493
0500000US55071,Manitowoc County,Wisconsin,81442,80160
0500000US55073,Marathon County,Wisconsin,134063,135780
0500000US55075,Marinette County,Wisconsin,41749,41298
0500000US55077,Marquette County,Wisconsin,15404,15050
0500000US55078,Menominee County,Wisconsin,4232,4522
0500000US55079,Milwaukee County,Wisconsin,947735,956406
0500000US55081,Monroe County,Wisconsin,44673,45379
0500000US55083,Oconto County,Wisconsin,37660,37417
0500000US55085,Oneida County,Wisconsin,35998,35563
0500000US55087,Outagamie County,Wisconsin,176695,182006
0500000US55089,Ozaukee County,Wisconsin,86395,87470
0500000US55091,Pepin County,Wisconsin,7469,7335
0500000US55093,Pierce County,Wisconsin,41019,40958
0500000US55095,Polk County,Wisconsin,44205,43437
0500000US55097,Portage County,Wisconsin,70019,70482
0500000US55099,Price County,Wisconsin,14159,13675
0500000US55101,Racine County,Wisconsin,195408,195163
0500000US55103,Richland County,Wisconsin,18021,17662
0500000US55105,Rock County,Wisconsin,160331,161188
0500000US55107,Rusk County,Wisconsin,14755,14333
0500000US55109,St. Croix County,Wisconsin,84345,86759
0500000US55111,Sauk County,Wisconsin,61976,63379
0500000US55113,Sawyer County,Wisconsin,16557,16437
0500000US55115,Shawano County,Wisconsin,41949,41579
0500000US55117,Sheboygan County,Wisconsin,115507,115290
0500000US55119,Taylor County,Wisconsin,20689,20540
0500000US55121,Trempealeau County,Wisconsin,28816,29509
0500000US55123,Vernon County,Wisconsin,29773,30362
0500000US55125,Vilas County,Wisconsin,21430,21398
0500000US55127,Walworth County,Wisconsin,102228,103527
0500000US55129,Washburn County,Wisconsin,15911,15694
0500000US55131,Washington County,Wisconsin,131887,133251
0500000US55133,Waukesha County,Wisconsin,389891,395118
0500000US55135,Waupaca County,Wisconsin,52410,52066
0500000US55137,Waushara County,Wisconsin,24496,24178
0500000US55139,Winnebago County,Wisconsin,166994,169511
0500000US55141,Wood County,Wisconsin,74749,73608
0500000US56001,Albany County,Wyoming,36299,37811
0500000US56003,Big Horn County,Wyoming,11668,11930
0500000US56005,Campbell County,Wyoming,46133,48320
0500000US56007,Carbon County,Wyoming,15885,15854
0500000US56009,Converse County,Wyoming,13833,14097
0500000US56011,Crook County,Wyoming,7083,7248
0500000US56013,Fremont County,Wyoming,40123,40703
0500000US56015,Goshen County,Wyoming,13249,13514
0500000US56017,Hot Springs County,Wyoming,4812,4816
0500000US56019,Johnson County,Wyoming,8569,8573
0500000US56021,Laramie County,Wyoming,91738,96389
0500000US56023,Lincoln County,Wyoming,18106,18567
0500000US56025,Natrona County,Wyoming,75450,81624
0500000US56027,Niobrara County,Wyoming,2484,2463
0500000US56029,Park County,Wyoming,28205,28989
0500000US56031,Platte County,Wyoming,8667,8799
0500000US56033,Sheridan County,Wyoming,29116,30032
0500000US56035,Sublette County,Wyoming,10247,10057
0500000US56037,Sweetwater County,Wyoming,43806,45010
0500000US56039,Teton County,Wyoming,21294,22930
0500000US56041,Uinta County,Wyoming,21118,20904
0500000US56043,Washakie County,Wyoming,8533,8322
0500000US56045,Weston County,Wyoming,7208,7201
