Id,Geography,state,2010 census,2014 estimate
0500000US01001,Autauga County,Alabama,54571,55395
0500000US01003,Baldwin County,Alabama,182265,200111
0500000US01005,Barbour County,Alabama,27457,26887
0500000US01007,Bibb County,Alabama,22915,22506
0500000US01009,Blount County,Alabama,57322,57719
0500000US01011,Bullock County,Alabama,10914,10764
0500000US01013,Butler County,Alabama,20947,20296
0500000US01015,Calhoun County,Alabama,118572,115916
0500000US01017,Chambers County,Alabama,34215,34076
0500000US01019,Cherokee County,Alabama,25989,26037
0500000US01021,Chilton County,Alabama,43643,43931
0500000US01023,Choctaw County,Alabama,13859,13323
0500000US01025,Clarke County,Alabama,25833,24945
0500000US01027,Clay County,Alabama,13932,13552
0500000US01029,Cleburne County,Alabama,14972,15080
0500000US01031,Coffee County,Alabama,49948,50909
0500000US01033,Colbert County,Alabama,54428,54543
0500000US01035,Conecuh County,Alabama,13228,12670
0500000US01037,Coosa County,Alabama,11539,10886
0500000US01039,Covington County,Alabama,37765,37914
0500000US01041,Crenshaw County,Alabama,13906,13977
0500000US01043,Cullman County,Alabama,80406,81289
0500000US01045,Dale County,Alabama,50251,49484
0500000US01047,Dallas County,Alabama,43820,41711
0500000US01049,DeKalb County,Alabama,71109,71065
0500000US01051,Elmore County,Alabama,79303,80977
0500000US01053,Escambia County,Alabama,38319,37733
0500000US01055,Etowah County,Alabama,104430,103531
0500000US01057,Fayette County,Alabama,17241,16874
0500000US01059,Franklin County,Alabama,31704,31601
0500000US01061,Geneva County,Alabama,26790,26712
0500000US01063,Greene County,Alabama,9045,8553
0500000US01065,Hale County,Alabama,15760,15184
0500000US01067,Henry County,Alabama,17302,17190
0500000US01069,Houston County,Alabama,101547,104193
0500000US01071,Jackson County,Alabama,53227,52665
0500000US01073,Jefferson County,Alabama,658466,660793
0500000US01075,Lamar County,Alabama,14564,14086
0500000US01077,Lauderdale County,Alabama,92709,93096
0500000US01079,Lawrence County,Alabama,34339,33477
0500000US01081,Lee County,Alabama,140247,154255
0500000US01083,Limestone County,Alabama,82782,90787
0500000US01085,Lowndes County,Alabama,11299,10580
0500000US01087,Macon County,Alabama,21452,19425
0500000US01089,Madison County,Alabama,334811,350299
0500000US01091,Marengo County,Alabama,21027,20110
0500000US01093,Marion County,Alabama,30776,30271
0500000US01095,Marshall County,Alabama,93019,94636
0500000US01097,Mobile County,Alabama,412992,415123
0500000US01099,Monroe County,Alabama,23068,21947
0500000US01101,Montgomery County,Alabama,229363,226189
0500000US01103,Morgan County,Alabama,119490,119607
0500000US01105,Perry County,Alabama,10591,9826
0500000US01107,Pickens County,Alabama,19746,20365
0500000US01109,Pike County,Alabama,32899,33389
0500000US01111,Randolph County,Alabama,22913,22539
0500000US01113,Russell County,Alabama,52947,59608
0500000US01115,St. Clair County,Alabama,83593,86697
0500000US01117,Shelby County,Alabama,195085,206655
0500000US01119,Sumter County,Alabama,13763,13166
0500000US01121,Talladega County,Alabama,82291,81322
0500000US01123,Tallapoosa County,Alabama,41616,41165
0500000US01125,Tuscaloosa County,Alabama,194656,202212
0500000US01127,Walker County,Alabama,67023,65471
0500000US01129,Washington County,Alabama,17581,16834
0500000US01131,Wilcox County,Alabama,11670,11098
0500000US01133,Winston County,Alabama,24484,24150
0500000US02013,Aleutians East Borough,Alaska,3141,3360
0500000US02016,Aleutians West Census Area,Alaska,5561,5750
0500000US02020,Anchorage Municipality,Alaska,291826,301010
0500000US02050,Bethel Census Area,Alaska,17013,17868
0500000US02060,Bristol Bay Borough,Alaska,997,957
0500000US02068,Denali Borough,Alaska,1826,1921
0500000US02070,Dillingham Census Area,Alaska,4847,4988
0500000US02090,Fairbanks North Star Borough,Alaska,97581,99357
0500000US02100,Haines Borough,Alaska,2508,2566
0500000US02105,Hoonah-Angoon Census Area,Alaska,2150,2082
0500000US02110,Juneau City and Borough,Alaska,31275,32406
0500000US02122,Kenai Peninsula Borough,Alaska,55400,57477
0500000US02130,Ketchikan Gateway Borough,Alaska,13477,13787
0500000US02150,Kodiak Island Borough,Alaska,13592,13986
0500000US02164,Lake and Peninsula Borough,Alaska,1631,1631
0500000US02170,Matanuska-Susitna Borough,Alaska,88995,97882
0500000US02180,Nome Census Area,Alaska,9492,9817
0500000US02185,North Slope Borough,Alaska,9430,9703
0500000US02188,Northwest Arctic Borough,Alaska,7523,7717
0500000US02195,Petersburg Borough,Alaska,3815,3160
0500000US02198,Prince of Wales-Hyder Census Area,Alaska,5559,6396
0500000US02220,Sitka City and Borough,Alaska,8881,8900
0500000US02230,Skagway Municipality,Alaska,968,1036
0500000US02240,Southeast Fairbanks Census Area,Alaska,7029,6931
0500000US02261,Valdez-Cordova Census Area,Alaska,9636,9488
0500000US02270,Wade Hampton Census Area,Alaska,7459,8010
0500000US02275,Wrangell City and Borough,Alaska,2369,2364
0500000US02282,Yakutat City and Borough,Alaska,662,635
0500000US02290,Yukon-Koyukuk Census Area,Alaska,5588,5547
0500000US04001,Apache County,Arizona,71518,71828
0500000US04003,Cochise County,Arizona,131346,127448
0500000US04005,Coconino County,Arizona,134421,137682
0500000US04007,Gila County,Arizona,53597,53119
0500000US04009,Graham County,Arizona,37220,37957
0500000US04011,Greenlee County,Arizona,8437,9346
0500000US04012,La Paz County,Arizona,20489,20231
0500000US04013,Maricopa County,Arizona,3817117,4087191
0500000US04015,Mohave County,Arizona,200186,203361
0500000US04017,Navajo County,Arizona,107449,108101
0500000US04019,Pima County,Arizona,980263,1004516
0500000US04021,Pinal County,Arizona,375770,401918
0500000US04023,Santa Cruz County,Arizona,47420,46695
0500000US04025,Yavapai County,Arizona,211033,218844
0500000US04027,Yuma County,Arizona,195751,203247
0500000US05001,Arkansas County,Arkansas,19019,18594
0500000US05003,Ashley County,Arkansas,21853,20948
0500000US05005,Baxter County,Arkansas,41513,40857
0500000US05007,Benton County,Arkansas,221339,242321
0500000US05009,Boone County,Arkansas,36903,37196
0500000US05011,Bradley County,Arkansas,11508,11148
0500000US05013,Calhoun County,Arkansas,5368,5202
0500000US05015,Carroll County,Arkansas,27446,27744
0500000US05017,Chicot County,Arkansas,11800,11180
0500000US05019,Clark County,Arkansas,22995,22576
0500000US05021,Clay County,Arkansas,16083,15118
0500000US05023,Cleburne County,Arkansas,25970,25634
0500000US05025,Cleveland County,Arkansas,8689,8449
0500000US05027,Columbia County,Arkansas,24552,23933
0500000US05029,Conway County,Arkansas,21273,21083
0500000US05031,Craighead County,Arkansas,96443,102518
0500000US05033,Crawford County,Arkansas,61948,61697
0500000US05035,Crittenden County,Arkansas,50902,49548
0500000US05037,Cross County,Arkansas,17870,17227
0500000US05039,Dallas County,Arkansas,8116,7755
0500000US05041,Desha County,Arkansas,13008,12264
0500000US05043,Drew County,Arkansas,18509,18622
0500000US05045,Faulkner County,Arkansas,113237,120768
0500000US05047,Franklin County,Arkansas,18125,17805
0500000US05049,Fulton County,Arkansas,12245,12125
0500000US05051,Garland County,Arkansas,96024,97322
0500000US05053,Grant County,Arkansas,17853,18144
0500000US05055,Greene County,Arkansas,42090,43694
0500000US05057,Hempstead County,Arkansas,22609,22327
0500000US05059,Hot Spring County,Arkansas,32923,33368
0500000US05061,Howard County,Arkansas,13789,13500
0500000US05063,Independence County,Arkansas,36647,36959
0500000US05065,Izard County,Arkansas,13696,13486
0500000US05067,Jackson County,Arkansas,17997,17534
0500000US05069,Jefferson County,Arkansas,77435,72297
0500000US05071,Johnson County,Arkansas,25540,26005
0500000US05073,Lafayette County,Arkansas,7645,7111
0500000US05075,Lawrence County,Arkansas,17415,16931
0500000US05077,Lee County,Arkansas,10424,9860
0500000US05079,Lincoln County,Arkansas,14134,13970
0500000US05081,Little River County,Arkansas,13171,12532
0500000US05083,Logan County,Arkansas,22353,21958
0500000US05085,Lonoke County,Arkansas,68356,71557
0500000US05087,Madison County,Arkansas,15717,15740
0500000US05089,Marion County,Arkansas,16653,16367
0500000US05091,Miller County,Arkansas,43462,43428
0500000US05093,Mississippi County,Arkansas,46480,44235
0500000US05095,Monroe County,Arkansas,8149,7582
0500000US05097,Montgomery County,Arkansas,9487,9082
0500000US05099,Nevada County,Arkansas,8997,8723
0500000US05101,Newton County,Arkansas,8330,7904
0500000US05103,Ouachita County,Arkansas,26120,24828
0500000US05105,Perry County,Arkansas,10445,10245
0500000US05107,Phillips County,Arkansas,21757,19930
0500000US05109,Pike County,Arkansas,11291,11024
0500000US05111,Poinsett County,Arkansas,24583,24246
0500000US05113,Polk County,Arkansas,20662,20225
0500000US05115,Pope County,Arkansas,61754,63201
0500000US05117,Prairie County,Arkansas,8715,8304
0500000US05119,Pulaski County,Arkansas,382748,392702
0500000US05121,Randolph County,Arkansas,17969,17571
0500000US05123,St. Francis County,Arkansas,28258,26899
0500000US05125,Saline County,Arkansas,107118,115719
0500000US05127,Scott County,Arkansas,11233,10693
0500000US05129,Searcy County,Arkansas,8195,7929
0500000US05131,Sebastian County,Arkansas,125744,126776
0500000US05133,Sevier County,Arkansas,17058,17426
0500000US05135,Sharp County,Arkansas,17264,16906
0500000US05137,Stone County,Arkansas,12394,12494
0500000US05139,Union County,Arkansas,41639,40227
0500000US05141,Van Buren County,Arkansas,17295,16851
0500000US05143,Washington County,Arkansas,203065,220792
0500000US05145,White County,Arkansas,77076,78592
0500000US05147,Woodruff County,Arkansas,7260,6910
0500000US05149,Yell County,Arkansas,22185,21951
0500000US06001,Alameda County,California,1510271,1610921
0500000US06003,Alpine County,California,1175,1116
0500000US06005,Amador County,California,38091,36742
0500000US06007,Butte County,California,220000,224241
0500000US06009,Calaveras County,California,45578,44624
0500000US06011,Colusa County,California,21419,21419
0500000US06013,Contra Costa County,California,1049025,1111339
0500000US06015,Del Norte County,California,28610,27212
0500000US06017,El Dorado County,California,181058,183087
0500000US06019,Fresno County,California,930450,965974
0500000US06021,Glenn County,California,28122,27955
0500000US06023,Humboldt County,California,134623,134809
0500000US06025,Imperial County,California,174528,179091
0500000US06027,Inyo County,California,18546,18410
0500000US06029,Kern County,California,839631,874589
0500000US06031,Kings County,California,152982,150269
0500000US06033,Lake County,California,64665,64184
0500000US06035,Lassen County,California,34895,31749
0500000US06037,Los Angeles County,California,9818605,10116705
0500000US06039,Madera County,California,150865,154548
0500000US06041,Marin County,California,252409,260750
0500000US06043,Mariposa County,California,18251,17682
0500000US06045,Mendocino County,California,87841,87869
0500000US06047,Merced County,California,255793,266353
0500000US06049,Modoc County,California,9686,9023
0500000US06051,Mono County,California,14202,13997
0500000US06053,Monterey County,California,415057,431344
0500000US06055,Napa County,California,136484,141667
0500000US06057,Nevada County,California,98764,98893
0500000US06059,Orange County,California,3010232,3145515
0500000US06061,Placer County,California,348432,371694
0500000US06063,Plumas County,California,20007,18606
0500000US06065,Riverside County,California,2189641,2329271
0500000US06067,Sacramento County,California,1418788,1482026
0500000US06069,San Benito County,California,55269,58267
0500000US06071,San Bernardino County,California,2035210,2112619
0500000US06073,San Diego County,California,3095313,3263431
0500000US06075,San Francisco County,California,805235,852469
0500000US06077,San Joaquin County,California,685306,715597
0500000US06079,San Luis Obispo County,California,269637,279083
0500000US06081,San Mateo County,California,718451,758581
0500000US06083,Santa Barbara County,California,423895,440668
0500000US06085,Santa Clara County,California,1781642,1894605
0500000US06087,Santa Cruz County,California,262382,271804
0500000US06089,Shasta County,California,177223,179804
0500000US06091,Sierra County,California,3240,3003
0500000US06093,Siskiyou County,California,44900,43628
0500000US06095,Solano County,California,413344,431131
0500000US06097,Sonoma County,California,483878,500292
0500000US06099,Stanislaus County,California,514453,531997
0500000US06101,Sutter County,California,94737,95847
0500000US06103,Tehama County,California,63463,63067
0500000US06105,Trinity County,California,13786,13170
0500000US06107,Tulare County,California,442179,458198
0500000US06109,Tuolumne County,California,55365,53831
0500000US06111,Ventura County,California,823318,846178
0500000US06113,Yolo County,California,200849,207590
0500000US06115,Yuba County,California,72155,73966
0500000US08001,Adams County,Colorado,441603,480718
0500000US08003,Alamosa County,Colorado,15445,16177
0500000US08005,Arapahoe County,Colorado,572003,618821
0500000US08007,Archuleta County,Colorado,12084,12244
0500000US08009,Baca County,Colorado,3788,3645
0500000US08011,Bent County,Colorado,6499,5630
0500000US08013,Boulder County,Colorado,294567,313333
0500000US08014,Broomfield County,Colorado,55889,62138
0500000US08015,Chaffee County,Colorado,17809,18363
0500000US08017,Cheyenne County,Colorado,1836,1871
0500000US08019,Clear Creek County,Colorado,9088,9187
0500000US08021,Conejos County,Colorado,8256,8265
0500000US08023,Costilla County,Colorado,3524,3568
0500000US08025,Crowley County,Colorado,5823,5360
0500000US08027,Custer County,Colorado,4255,4361
0500000US08029,Delta County,Colorado,30952,29870
0500000US08031,Denver County,Colorado,600158,663862
0500000US08033,Dolores County,Colorado,2064,1978
0500000US08035,Douglas County,Colorado,285465,314638
0500000US08037,Eagle County,Colorado,52197,52921
0500000US08039,Elbert County,Colorado,23086,24195
0500000US08041,El Paso County,Colorado,622263,663519
0500000US08043,Fremont County,Colorado,46824,46502
0500000US08045,Garfield County,Colorado,56389,57461
0500000US08047,Gilpin County,Colorado,5441,5851
0500000US08049,Grand County,Colorado,14843,14546
0500000US08051,Gunnison County,Colorado,15324,15725
0500000US08053,Hinsdale County,Colorado,843,786
0500000US08055,Huerfano County,Colorado,6711,6462
0500000US08057,Jackson County,Colorado,1394,1396
0500000US08059,Jefferson County,Colorado,534543,558503
0500000US08061,Kiowa County,Colorado,1398,1402
0500000US08063,Kit Carson County,Colorado,8270,8072
0500000US08065,Lake County,Colorado,7310,7357
0500000US08067,La Plata County,Colorado,51334,53989
0500000US08069,Larimer County,Colorado,299630,324122
0500000US08071,Las Animas County,Colorado,15507,14052
0500000US08073,Lincoln County,Colorado,5467,5510
0500000US08075,Logan County,Colorado,22709,22524
0500000US08077,Mesa County,Colorado,146723,148255
0500000US08079,Mineral County,Colorado,712,698
0500000US08081,Moffat County,Colorado,13795,12928
0500000US08083,Montezuma County,Colorado,25535,25772
0500000US08085,Montrose County,Colorado,41276,40873
0500000US08087,Morgan County,Colorado,28159,28328
0500000US08089,Otero County,Colorado,18831,18488
0500000US08091,Ouray County,Colorado,4436,4629
0500000US08093,Park County,Colorado,16206,16345
0500000US08095,Phillips County,Colorado,4442,4363
0500000US08097,Pitkin County,Colorado,17148,17626
0500000US08099,Prowers County,Colorado,12551,12034
0500000US08101,Pueblo County,Colorado,159063,161875
0500000US08103,Rio Blanco County,Colorado,6666,6707
0500000US08105,Rio Grande County,Colorado,11982,11607
0500000US08107,Routt County,Colorado,23509,23865
0500000US08109,Saguache County,Colorado,6108,6196
0500000US08111,San Juan County,Colorado,699,720
0500000US08113,San Miguel County,Colorado,7359,7840
0500000US08115,Sedgwick County,Colorado,2379,2348
0500000US08117,Summit County,Colorado,27994,29404
0500000US08119,Teller County,Colorado,23350,23389
0500000US08121,Washington County,Colorado,4814,4780
0500000US08123,Weld County,Colorado,252825,277670
0500000US08125,Yuma County,Colorado,10043,10202
0500000US09001,Fairfield County,Connecticut,916829,945438
0500000US09003,Hartford County,Connecticut,894014,897985
0500000US09005,Litchfield County,Connecticut,189927,184993
0500000US09007,Middlesex County,Connecticut,165676,164943
0500000US09009,New Haven County,Connecticut,862477,861277
0500000US09011,New London County,Connecticut,274055,273676
0500000US09013,Tolland County,Connecticut,152691,151367
0500000US09015,Windham County,Connecticut,118428,116998
0500000US10001,Kent County,Delaware,162310,171987
0500000US10003,New Castle County,Delaware,538479,552778
0500000US10005,Sussex County,Delaware,197145,210849
0500000US11001,District of Columbia,District of Columbia,601723,658893
0500000US12001,Alachua County,Florida,247336,256380
0500000US12003,Baker County,Florida,27115,27093
0500000US12005,Bay County,Florida,168852,178985
0500000US12007,Bradford County,Florida,28520,26702
0500000US12009,Brevard County,Florida,543376,556885
0500000US12011,Broward County,Florida,1748066,1869235
0500000US12013,Calhoun County,Florida,14625,14532
0500000US12015,Charlotte County,Florida,159978,168474
0500000US12017,Citrus County,Florida,141236,139377
0500000US12019,Clay County,Florida,190865,199798
0500000US12021,Collier County,Florida,321520,348777
0500000US12023,Columbia County,Florida,67531,67857
0500000US12027,DeSoto County,Florida,34862,35012
0500000US12029,Dixie County,Florida,16422,15907
0500000US12031,Duval County,Florida,864263,897698
0500000US12033,Escambia County,Florida,297619,310659
0500000US12035,Flagler County,Florida,95696,102408
0500000US12037,Franklin County,Florida,11549,11815
0500000US12039,Gadsden County,Florida,46389,46281
0500000US12041,Gilchrist County,Florida,16939,16997
0500000US12043,Glades County,Florida,12884,13635
0500000US12045,Gulf County,Florida,15863,15944
0500000US12047,Hamilton County,Florida,14799,14048
0500000US12049,Hardee County,Florida,27731,27469
0500000US12051,Hendry County,Florida,39140,38505
0500000US12053,Hernando County,Florida,172778,175855
0500000US12055,Highlands County,Florida,98786,98236
0500000US12057,Hillsborough County,Florida,1229226,1316298
0500000US12059,Holmes County,Florida,19927,19650
0500000US12061,Indian River County,Florida,138028,144755
0500000US12063,Jackson County,Florida,49746,48801
0500000US12065,Jefferson County,Florida,14761,14050
0500000US12067,Lafayette County,Florida,8870,8835
0500000US12069,Lake County,Florida,297052,315690
0500000US12071,Lee County,Florida,618754,679513
0500000US12073,Leon County,Florida,275487,283988
0500000US12075,Levy County,Florida,40801,39613
0500000US12077,Liberty County,Florida,8365,8360
0500000US12079,Madison County,Florida,19224,18518
0500000US12081,Manatee County,Florida,322833,351746
0500000US12083,Marion County,Florida,331298,339167
0500000US12085,Martin County,Florida,146318,153392
0500000US12086,Miami-Dade County,Florida,2496435,2662874
0500000US12087,Monroe County,Florida,73090,77136
0500000US12089,Nassau County,Florida,73314,76619
0500000US12091,Okaloosa County,Florida,180822,196512
0500000US12093,Okeechobee County,Florida,39996,39149
0500000US12095,Orange County,Florida,1145956,1253001
0500000US12097,Osceola County,Florida,268685,310211
0500000US12099,Palm Beach County,Florida,1320134,1397710
0500000US12101,Pasco County,Florida,464697,485331
0500000US12103,Pinellas County,Florida,916542,938098
0500000US12105,Polk County,Florida,602095,634638
0500000US12107,Putnam County,Florida,74364,72143
0500000US12109,St. Johns County,Florida,190039,217919
0500000US12111,St. Lucie County,Florida,277789,291028
0500000US12113,Santa Rosa County,Florida,151372,163422
0500000US12115,Sarasota County,Florida,379448,396962
0500000US12117,Seminole County,Florida,422718,442516
0500000US12119,Sumter County,Florida,93420,114350
0500000US12121,Suwannee County,Florida,41551,44022
0500000US12123,Taylor County,Florida,22570,22582
0500000US12125,Union County,Florida,15535,15190
0500000US12127,Volusia County,Florida,494593,507531
0500000US12129,Wakulla County,Florida,30776,31432
0500000US12131,Walton County,Florida,55043,61530
0500000US12133,Washington County,Florida,24896,24451
0500000US13001,Appling County,Georgia,18236,18540
0500000US13003,Atkinson County,Georgia,8375,8223
0500000US13005,Bacon County,Georgia,11096,11281
0500000US13007,Baker County,Georgia,3451,3255
0500000US13009,Baldwin County,Georgia,45720,45909
0500000US13011,Banks County,Georgia,18395,18295
0500000US13013,Barrow County,Georgia,69367,73240
0500000US13015,Bartow County,Georgia,100157,101736
0500000US13017,Ben Hill County,Georgia,17634,17464
0500000US13019,Berrien County,Georgia,19286,18700
0500000US13021,Bibb County,Georgia,155547,153905
0500000US13023,Bleckley County,Georgia,13063,12795
0500000US13025,Brantley County,Georgia,18411,18417
0500000US13027,Brooks County,Georgia,16243,15418
0500000US13029,Bryan County,Georgia,30233,33906
0500000US13031,Bulloch County,Georgia,70217,72087
0500000US13033,Burke County,Georgia,23316,22709
0500000US13035,Butts County,Georgia,23655,23368
0500000US13037,Calhoun County,Georgia,6694,6463
0500000US13039,Camden County,Georgia,50513,52027
0500000US13043,Candler County,Georgia,10998,10888
0500000US13045,Carroll County,Georgia,110527,114093
0500000US13047,Catoosa County,Georgia,63942,65621
0500000US13049,Charlton County,Georgia,12171,12897
0500000US13051,Chatham County,Georgia,265128,283379
0500000US13053,Chattahoochee County,Georgia,11267,11837
0500000US13055,Chattooga County,Georgia,26015,24939
0500000US13057,Cherokee County,Georgia,214346,230985
0500000US13059,Clarke County,Georgia,116714,120938
0500000US13061,Clay County,Georgia,3183,3102
0500000US13063,Clayton County,Georgia,259424,267542
0500000US13065,Clinch County,Georgia,6798,6831
0500000US13067,Cobb County,Georgia,688078,730981
0500000US13069,Coffee County,Georgia,42356,42811
0500000US13071,Colquitt County,Georgia,45498,46102
0500000US13073,Columbia County,Georgia,124053,139257
0500000US13075,Cook County,Georgia,17212,17214
0500000US13077,Coweta County,Georgia,127317,135571
0500000US13079,Crawford County,Georgia,12630,12387
0500000US13081,Crisp County,Georgia,23439,22934
0500000US13083,Dade County,Georgia,16633,16389
0500000US13085,Dawson County,Georgia,22330,22957
0500000US13087,Decatur County,Georgia,27842,27220
0500000US13089,DeKalb County,Georgia,691893,722161
0500000US13091,Dodge County,Georgia,21796,20976
0500000US13093,Dooly County,Georgia,14918,14188
0500000US13095,Dougherty County,Georgia,94565,92407
0500000US13097,Douglas County,Georgia,132403,138776
0500000US13099,Early County,Georgia,11008,10491
0500000US13101,Echols County,Georgia,4034,4003
0500000US13103,Effingham County,Georgia,52250,55423
0500000US13105,Elbert County,Georgia,20166,19438
0500000US13107,Emanuel County,Georgia,22598,22755
0500000US13109,Evans County,Georgia,11000,10898
0500000US13111,Fannin County,Georgia,23682,23753
0500000US13113,Fayette County,Georgia,106567,109664
0500000US13115,Floyd County,Georgia,96317,96063
0500000US13117,Forsyth County,Georgia,175511,204302
0500000US13119,Franklin County,Georgia,22084,22264
0500000US13121,Fulton County,Georgia,920581,996319
0500000US13123,Gilmer County,Georgia,28292,28829
0500000US13125,Glascock County,Georgia,3082,3053
0500000US13127,Glynn County,Georgia,79626,82175
0500000US13129,Gordon County,Georgia,55186,56047
0500000US13131,Grady County,Georgia,25011,25359
0500000US13133,Greene County,Georgia,15994,16490
0500000US13135,Gwinnett County,Georgia,805321,877922
0500000US13137,Habersham County,Georgia,43041,43752
0500000US13139,Hall County,Georgia,179684,190761
0500000US13141,Hancock County,Georgia,9429,8509
0500000US13143,Haralson County,Georgia,28780,28641
0500000US13145,Harris County,Georgia,32024,32876
0500000US13147,Hart County,Georgia,25213,25377
0500000US13149,Heard County,Georgia,11834,11603
0500000US13151,Henry County,Georgia,203922,213869
0500000US13153,Houston County,Georgia,139900,149111
0500000US13155,Irwin County,Georgia,9538,9104
0500000US13157,Jackson County,Georgia,60485,61870
0500000US13159,Jasper County,Georgia,13900,13432
0500000US13161,Jeff Davis County,Georgia,15068,14859
0500000US13163,Jefferson County,Georgia,16930,16272
0500000US13165,Jenkins County,Georgia,8340,9125
0500000US13167,Johnson County,Georgia,9980,9701
0500000US13169,Jones County,Georgia,28669,28787
0500000US13171,Lamar County,Georgia,18317,18207
0500000US13173,Lanier County,Georgia,10078,10373
0500000US13175,Laurens County,Georgia,48434,47851
0500000US13177,Lee County,Georgia,28298,29191
0500000US13179,Liberty County,Georgia,63453,65198
0500000US13181,Lincoln County,Georgia,7996,7622
0500000US13183,Long County,Georgia,14464,17113
0500000US13185,Lowndes County,Georgia,109233,113523
0500000US13187,Lumpkin County,Georgia,29966,31176
0500000US13189,McDuffie County,Georgia,21875,21370
0500000US13191,McIntosh County,Georgia,14333,14214
0500000US13193,Macon County,Georgia,14740,13792
0500000US13195,Madison County,Georgia,28120,28312
0500000US13197,Marion County,Georgia,8742,8797
0500000US13199,Meriwether County,Georgia,21992,21198
0500000US13201,Miller County,Georgia,6125,5958
0500000US13205,Mitchell County,Georgia,23498,22771
0500000US13207,Monroe County,Georgia,26424,27051
0500000US13209,Montgomery County,Georgia,9123,8991
0500000US13211,Morgan County,Georgia,17868,17956
0500000US13213,Murray County,Georgia,39628,39410
0500000US13215,Muscogee County,Georgia,189885,200887
0500000US13217,Newton County,Georgia,99958,103675
0500000US13219,Oconee County,Georgia,32808,35093
0500000US13221,Oglethorpe County,Georgia,14899,14673
0500000US13223,Paulding County,Georgia,142324,148987
0500000US13225,Peach County,Georgia,27695,26922
0500000US13227,Pickens County,Georgia,29431,29997
0500000US13229,Pierce County,Georgia,18758,18991
0500000US13231,Pike County,Georgia,17869,17784
0500000US13233,Polk County,Georgia,41475,41133
0500000US13235,Pulaski County,Georgia,12010,11483
0500000US13237,Putnam County,Georgia,21218,21192
0500000US13239,Quitman County,Georgia,2513,2315
0500000US13241,Rabun County,Georgia,16276,16243
0500000US13243,Randolph County,Georgia,7719,7313
0500000US13245,Richmond County,Georgia,200549,201368
0500000US13247,Rockdale County,Georgia,85215,87754
0500000US13249,Schley County,Georgia,5010,5163
0500000US13251,Screven County,Georgia,14593,14085
0500000US13253,Seminole County,Georgia,8729,8686
0500000US13255,Spalding County,Georgia,64073,63988
0500000US13257,Stephens County,Georgia,26175,25480
0500000US13259,Stewart County,Georgia,6058,5744
0500000US13261,Sumter County,Georgia,32819,31232
0500000US13263,Talbot County,Georgia,6865,6390
0500000US13265,Taliaferro County,Georgia,1717,1693
0500000US13267,Tattnall County,Georgia,25520,25224
0500000US13269,Taylor County,Georgia,8906,8442
0500000US13271,Telfair County,Georgia,16500,16518
0500000US13273,Terrell County,Georgia,9315,9132
0500000US13275,Thomas County,Georgia,44720,44959
0500000US13277,Tift County,Georgia,40118,40704
0500000US13279,Toombs County,Georgia,27223,27282
0500000US13281,Towns County,Georgia,10471,11098
0500000US13283,Treutlen County,Georgia,6885,6778
0500000US13285,Troup County,Georgia,67044,69469
0500000US13287,Turner County,Georgia,8930,8153
0500000US13289,Twiggs County,Georgia,9023,8320
0500000US13291,Union County,Georgia,21356,21984
0500000US13293,Upson County,Georgia,27153,26256
0500000US13295,Walker County,Georgia,68756,68218
0500000US13297,Walton County,Georgia,83768,87615
0500000US13299,Ware County,Georgia,36312,35515
0500000US13301,Warren County,Georgia,5834,5520
0500000US13303,Washington County,Georgia,21187,20635
0500000US13305,Wayne County,Georgia,30099,29949
0500000US13307,Webster County,Georgia,2799,2649
0500000US13309,Wheeler County,Georgia,7421,7995
0500000US13311,White County,Georgia,27144,27970
0500000US13313,Whitfield County,Georgia,102599,103542
0500000US13315,Wilcox County,Georgia,9255,8847
0500000US13317,Wilkes County,Georgia,10593,9940
0500000US13319,Wilkinson County,Georgia,9563,9326
0500000US13321,Worth County,Georgia,21679,20940
0500000US15001,Hawaii County,Hawaii,185079,194190
0500000US15003,Honolulu County,Hawaii,953207,991788
0500000US15005,Kalawao County,Hawaii,90,89
0500000US15007,Kauai County,Hawaii,67091,70475
0500000US15009,Maui County,Hawaii,154834,163019
0500000US16001,Ada County,Idaho,392365,426236
0500000US16003,Adams County,Idaho,3976,3861
0500000US16005,Bannock County,Idaho,82839,83347
0500000US16007,Bear Lake County,Idaho,5986,5957
0500000US16009,Benewah County,Idaho,9285,9118
0500000US16011,Bingham County,Idaho,45607,45269
0500000US16013,Blaine County,Idaho,21376,21482
0500000US16015,Boise County,Idaho,7028,6824
0500000US16017,Bonner County,Idaho,40877,41585
0500000US16019,Bonneville County,Idaho,104234,108623
0500000US16021,Boundary County,Idaho,10972,10979
0500000US16023,Butte County,Idaho,2891,2622
0500000US16025,Camas County,Idaho,1117,1039
0500000US16027,Canyon County,Idaho,188923,203143
0500000US16029,Caribou County,Idaho,6963,6837
0500000US16031,Cassia County,Idaho,22952,23540
0500000US16033,Clark County,Idaho,982,867
0500000US16035,Clearwater County,Idaho,8761,8562
0500000US16037,Custer County,Idaho,4368,4140
0500000US16039,Elmore County,Idaho,27038,26094
0500000US16041,Franklin County,Idaho,12786,13021
0500000US16043,Fremont County,Idaho,13242,12867
0500000US16045,Gem County,Idaho,16719,16866
0500000US16047,Gooding County,Idaho,15464,15064
0500000US16049,Idaho County,Idaho,16267,16215
0500000US16051,Jefferson County,Idaho,26140,27021
0500000US16053,Jerome County,Idaho,22374,22818
0500000US16055,Kootenai County,Idaho,138494,147326
